terminalId,portId,terminalCode,terminalName,terminalType,operatorName,latitude,longitude,isActive,totalBerths
262,51,BEANR-CT02,Gateway Container Terminal,Container,Terminal Investment Limited,51.2652,4.3991,TRUE,3
263,51,BEANR-CT03,Gateway Container Terminal,Container,COSCO Shipping Ports,51.2629,4.3993,TRUE,7
264,51,BEANR-CT04,International Container Terminal 4,Container,PSA Antwerp,51.278,4.4124,TRUE,3
265,51,BEANR-BT01,Grain Terminal,Bulk,HHLA,51.2558,4.3941,TRUE,2
266,51,BEANR-GT01,Heavy Lift Terminal,General,Port Authority,51.276,4.4117,TRUE,3
267,52,DEHAM-CT01,North Container Terminal,Container,SSA Marine,53.5319,9.9537,TRUE,4
268,52,DEHAM-CT02,North Container Terminal,Container,Eurogate,53.5529,9.9772,TRUE,5
269,52,DEHAM-CT03,South Container Terminal,Container,Eurogate,53.5333,9.9747,TRUE,8
270,52,DEHAM-CT04,South Container Terminal,Container,DP World Antwerp,53.54,9.9642,TRUE,8
271,52,DEHAM-BT01,Agri-Bulk Terminal,Bulk,ADM Terminal,53.5382,9.9815,TRUE,3
272,52,DEHAM-GT01,Heavy Lift Terminal,General,PSA Antwerp,53.5294,9.9625,TRUE,2
273,52,DEHAM-RT01,RoRo Terminal 1,RoRo,DP World Antwerp,53.5265,9.9608,TRUE,2
274,52,DEHAM-PT01,Passenger Terminal,Passenger,Port Authority Cruise Terminal,53.5319,9.956,TRUE,1
275,53,DEBRV-CT01,Deep Water Container Terminal,Container,HHLA,53.5231,8.5929,TRUE,5
276,53,DEBRV-CT02,Container Terminal 2,Container,CMA CGM Terminals,53.5474,8.5741,TRUE,6
277,53,DEBRV-BT01,Coal Terminal,Bulk,DP World Antwerp,53.5404,8.58,TRUE,2
278,53,DEBRV-GT01,Heavy Lift Terminal,General,Eurogate,53.5229,8.5679,TRUE,2
279,53,DEBRV-LT01,Fuel Terminal,Liquid,Saudi Aramco Terminal,53.5478,8.5733,TRUE,3
280,53,DEBRV-RT01,Car Carrier Terminal,RoRo,PSA Antwerp,53.5224,8.5869,TRUE,4
281,54,GBFXT-CT01,Deep Water Container Terminal,Container,Port Authority,51.9404,1.3434,TRUE,8
282,54,GBFXT-CT02,Gateway Container Terminal,Container,Eurogate,51.9399,1.3396,TRUE,6
283,54,GBFXT-BT01,Agri-Bulk Terminal,Bulk,Vale Terminal,51.9331,1.3331,TRUE,4
284,54,GBFXT-GT01,Project Cargo Terminal,General,Breakbulk Terminal,51.9314,1.3395,TRUE,3
285,54,GBFXT-LT01,Petroleum Terminal,Liquid,IMTT,51.9553,1.3642,TRUE,5
286,55,GBLGP-CT01,Container Terminal 1,Container,SSA Marine,51.4791,0.4854,TRUE,3
287,55,GBLGP-CT02,North Container Terminal,Container,PSA International,51.4793,0.4813,TRUE,7
288,55,GBLGP-BT01,Bulk Cargo Terminal 1,Bulk,ADM Terminal,51.4882,0.4767,TRUE,3
289,55,GBLGP-GT01,Project Cargo Terminal,General,Port Authority General Cargo,51.4741,0.4749,TRUE,3
290,55,GBLGP-LT01,Fuel Terminal,Liquid,Port Authority,51.5012,0.4574,TRUE,5
291,55,GBLGP-RT01,Vehicle Terminal,RoRo,Port Authority,51.474,0.4727,TRUE,2
292,56,GBSOU-CT01,Container Terminal 1,Container,COSCO Shipping Ports,50.8956,-1.4038,TRUE,7
293,56,GBSOU-CT02,West Container Terminal,Container,Eurogate,50.8937,-1.3921,TRUE,3
294,56,GBSOU-PT01,International Cruise Terminal,Passenger,MSC Cruises Terminal,50.8927,-1.4219,TRUE,2
295,56,GBSOU-PT02,Passenger Terminal,Passenger,Port Authority,50.9059,-1.4175,TRUE,3
296,57,FRLEH-CT01,International Container Terminal 1,Container,Gulftainer,49.4987,0.1161,TRUE,4
297,57,FRLEH-CT02,International Container Terminal 2,Container,DP World,49.5032,0.1029,TRUE,6
298,57,FRLEH-BT01,Bulk Cargo Terminal 1,Bulk,BHP Terminal,49.4658,0.1178,TRUE,5
299,57,FRLEH-GT01,General Cargo Terminal 1,General,Multipurpose Terminal,49.4923,0.1135,TRUE,2
300,58,FRMRS-CT01,Container Terminal 1,Container,CMA CGM Terminals,43.3374,5.2806,FALSE,4
301,58,FRMRS-CT02,Deep Water Container Terminal,Container,DP World,43.3605,5.3095,TRUE,5
302,58,FRMRS-BT01,Dry Bulk Terminal,Bulk,Glencore Terminal,43.3328,5.3195,TRUE,2
303,58,FRMRS-GT01,General Cargo Terminal 1,General,Port Authority,43.3447,5.2977,TRUE,4
304,58,FRMRS-LT01,Liquid Bulk Terminal 1,Liquid,Port Authority,43.3382,5.3042,TRUE,4
305,58,FRMRS-RT01,RoRo Terminal 1,RoRo,Höegh Autoliners Terminal,43.3498,5.296,TRUE,3
306,59,ESVLC-CT01,International Container Terminal 1,Container,SSA Marine,39.4581,-0.313,TRUE,4
307,59,ESVLC-CT02,East Container Terminal,Container,ICTSI,39.4538,-0.3341,TRUE,3
308,59,ESVLC-BT01,Iron Ore Terminal,Bulk,Port Authority,39.4368,-0.3101,TRUE,5
309,59,ESVLC-GT01,Breakbulk Terminal,General,Port Authority General Cargo,39.434,-0.317,TRUE,4
310,59,ESVLC-LT01,Tank Terminal,Liquid,Port Authority,39.4668,-0.3362,TRUE,6
311,59,ESVLC-RT01,Ferry Terminal,RoRo,Grimaldi Terminal,39.4343,-0.3341,TRUE,3
312,60,ESALG-CT01,Main Container Terminal 1,Container,ICTSI,36.1215,-5.4367,TRUE,5
313,60,ESALG-CT02,Main Container Terminal 2,Container,CMA CGM Terminals,36.1188,-5.4304,TRUE,6
314,60,ESALG-BT01,Dry Bulk Terminal,Bulk,Vale Terminal,36.1196,-5.4231,TRUE,2
315,60,ESALG-GT01,Project Cargo Terminal,General,Breakbulk Terminal,36.1294,-5.4178,TRUE,4
316,61,ESBCN-CT01,International Container Terminal 1,Container,COSCO Shipping Ports,41.3478,2.1513,TRUE,8
317,61,ESBCN-CT02,Container Terminal 2,Container,Gulftainer,41.3439,2.1708,TRUE,7
318,61,ESBCN-PT01,Passenger Terminal,Passenger,Port Authority,41.3568,2.184,TRUE,2
319,61,ESBCN-PT02,Passenger Terminal,Passenger,Norwegian Cruise Terminal,41.3639,2.1717,TRUE,1
320,62,ITGOA-CT01,South Container Terminal,Container,CMA CGM Terminals,44.3806,8.9351,TRUE,6
321,62,ITGOA-CT02,Main Container Terminal 2,Container,Hutchison Ports,44.4149,8.9469,FALSE,7
322,62,ITGOA-BT01,Dry Bulk Terminal,Bulk,Glencore Terminal,44.3957,8.9471,TRUE,3
323,62,ITGOA-GT01,Heavy Lift Terminal,General,Breakbulk Terminal,44.4166,8.9337,TRUE,3
324,62,ITGOA-LT01,Crude Oil Terminal,Liquid,Chevron Terminal,44.4136,8.9334,TRUE,5
325,62,ITGOA-RT01,Ferry Terminal,RoRo,EUKOR Terminal,44.4004,8.956,TRUE,4
326,63,ITGIT-CT01,East Container Terminal,Container,PSA International,38.4319,15.8993,TRUE,4
327,63,ITGIT-CT02,Deep Water Container Terminal,Container,CMA CGM Terminals,38.4307,15.9097,TRUE,6
328,63,ITGIT-BT01,Dry Bulk Terminal,Bulk,Port Authority,38.4216,15.9195,FALSE,2
329,63,ITGIT-GT01,Breakbulk Terminal,General,Breakbulk Terminal,38.4462,15.8833,TRUE,4
330,64,GRPIR-CT01,South Container Terminal,Container,COSCO Shipping Ports,37.9417,23.6136,TRUE,5
331,64,GRPIR-CT02,South Container Terminal,Container,ICTSI,37.9343,23.6422,TRUE,3
332,64,GRPIR-BT01,Iron Ore Terminal,Bulk,Louis Dreyfus,37.955,23.6184,TRUE,3
333,64,GRPIR-GT01,Breakbulk Terminal,General,Breakbulk Terminal,37.9499,23.6176,TRUE,4
334,64,GRPIR-LT01,Chemical Terminal,Liquid,BP Terminal,37.9397,23.6177,TRUE,3
335,64,GRPIR-RT01,Auto Terminal,RoRo,UECC Terminal,37.9423,23.6441,TRUE,2
336,65,TRIST-CT01,West Container Terminal,Container,Eurogate,40.9959,28.9491,TRUE,3
337,65,TRIST-CT02,Gateway Container Terminal,Container,ICTSI,40.9966,28.9406,TRUE,8
338,65,TRIST-BT01,Iron Ore Terminal,Bulk,Vale Terminal,41.0064,28.9501,TRUE,3
339,65,TRIST-GT01,Heavy Lift Terminal,General,Breakbulk Terminal,41.0008,28.955,TRUE,3
340,65,TRIST-LT01,Oil Terminal,Liquid,IMTT,41.0041,28.9458,TRUE,3
341,66,TRAMB-CT01,South Container Terminal,Container,SSA Marine,40.9957,28.6806,TRUE,8
342,66,TRAMB-CT02,Main Container Terminal 2,Container,Hutchison Ports,40.9899,28.6848,TRUE,6
343,66,TRAMB-BT01,Iron Ore Terminal,Bulk,Port Authority,41.0027,28.6877,TRUE,5
344,66,TRAMB-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,40.9997,28.7085,TRUE,2
345,66,TRAMB-LT01,Petroleum Terminal,Liquid,Stolthaven,40.9683,28.7065,TRUE,3
346,67,RULED-CT01,Deep Water Container Terminal,Container,DP World,59.9424,30.266,TRUE,3
347,67,RULED-CT02,International Container Terminal 2,Container,ICTSI,59.9478,30.2639,TRUE,5
348,67,RULED-BT01,Iron Ore Terminal,Bulk,ADM Terminal,59.958,30.2406,TRUE,2
349,67,RULED-GT01,Heavy Lift Terminal,General,Port Authority,59.9399,30.2541,TRUE,2
350,67,RULED-LT01,Petroleum Terminal,Liquid,IMTT,59.9515,30.2404,TRUE,6
351,68,RUNVS-CT01,South Container Terminal,Container,Eurogate,44.7198,37.7919,TRUE,5
352,68,RUNVS-CT02,West Container Terminal,Container,SSA Marine,44.7159,37.7868,TRUE,5
353,68,RUNVS-BT01,Grain Terminal,Bulk,Rio Tinto Terminal,44.7344,37.7861,TRUE,5
354,68,RUNVS-GT01,General Cargo Terminal 1,General,Breakbulk Terminal,44.7035,37.7914,TRUE,4
355,68,RUNVS-LT01,Crude Oil Terminal,Liquid,Port Authority,44.7183,37.787,TRUE,5
356,68,RUNVS-RT01,RoRo Terminal 1,RoRo,Port Authority,44.734,37.7824,TRUE,2
357,69,PLGDN-CT01,International Container Terminal 1,Container,Terminal Investment Limited,54.3665,18.6551,TRUE,8
358,69,PLGDN-CT02,Main Container Terminal 2,Container,Hutchison Ports,54.3492,18.6505,TRUE,6
359,69,PLGDN-BT01,Dry Bulk Terminal,Bulk,Port Authority,54.3531,18.6632,TRUE,3
360,69,PLGDN-GT01,Heavy Lift Terminal,General,Port Authority General Cargo,54.367,18.6463,TRUE,3
361,69,PLGDN-LT01,Chemical Terminal,Liquid,Shell Terminal,54.3585,18.6333,TRUE,3
362,69,PLGDN-RT01,Ferry Terminal,RoRo,K Line RoRo,54.3758,18.6608,TRUE,2
363,70,SEGOT-CT01,International Container Terminal 1,Container,Hutchison Ports,57.6965,11.9585,TRUE,6
364,70,SEGOT-CT02,South Container Terminal,Container,Port Authority,57.7062,11.9725,TRUE,4
365,70,SEGOT-BT01,Dry Bulk Terminal,Bulk,Port Authority,57.7237,11.9556,TRUE,2
366,71,EGPSD-CT01,Main Container Terminal 1,Container,Port Authority,31.2681,32.2929,FALSE,3
367,71,EGPSD-CT02,Container Terminal 2,Container,ICTSI,31.2386,32.3003,TRUE,3
368,71,EGPSD-BT01,Minerals Terminal,Bulk,Louis Dreyfus,31.2464,32.2937,TRUE,5
369,71,EGPSD-GT01,General Cargo Terminal 1,General,Multipurpose Terminal,31.2554,32.2998,TRUE,2
370,72,EGALX-CT01,South Container Terminal,Container,Terminal Investment Limited,31.1924,29.9089,TRUE,7
371,72,EGALX-CT02,Main Container Terminal 2,Container,Evergreen Marine,31.1801,29.9313,TRUE,3
372,73,MATNG-CT01,Container Terminal 1,Container,ICTSI,35.8833,-5.5024,TRUE,8
373,73,MATNG-CT02,East Container Terminal,Container,CMA CGM Terminals,35.9032,-5.4827,TRUE,6
374,74,MACAS-CT01,Gateway Container Terminal,Container,Terminal Investment Limited,33.5704,-7.6267,TRUE,4
375,74,MACAS-CT02,Container Terminal 2,Container,Gulftainer,33.5645,-7.6317,TRUE,8
376,75,ZADUR-CT01,Deep Water Container Terminal,Container,ICTSI,-29.885,31.0491,TRUE,5
377,75,ZADUR-CT02,Deep Water Container Terminal,Container,Evergreen Marine,-29.8472,31.0399,TRUE,8
378,76,ZACPT-CT01,East Container Terminal,Container,Gulftainer,-33.8907,18.4195,TRUE,5
379,76,ZACPT-CT02,International Container Terminal 2,Container,Port Authority,-33.9007,18.4208,TRUE,8
380,76,ZACPT-BT01,Agri-Bulk Terminal,Bulk,Port Authority Bulk,-33.914,18.4135,TRUE,5
381,77,NGLOS-CT01,West Container Terminal,Container,Eurogate,6.415,3.3954,TRUE,7
382,77,NGLOS-CT02,East Container Terminal,Container,PSA International,6.4446,3.3867,TRUE,5
383,77,NGLOS-BT01,Grain Terminal,Bulk,Port Authority Bulk,6.4299,3.3873,TRUE,2
384,77,NGLOS-GT01,Breakbulk Terminal,General,Breakbulk Terminal,6.4407,3.386,TRUE,4
385,78,KEMBA-CT01,Main Container Terminal 1,Container,MSC Terminal,-4.0664,39.6554,TRUE,8
386,78,KEMBA-CT02,North Container Terminal,Container,MSC Terminal,-4.0691,39.6706,TRUE,3
387,79,DJJIB-CT01,West Container Terminal,Container,Eurogate,11.5831,43.1406,TRUE,5
388,79,DJJIB-CT02,Deep Water Container Terminal,Container,SSA Marine,11.6097,43.1376,TRUE,3
389,79,DJJIB-BT01,Iron Ore Terminal,Bulk,Port Authority,11.5964,43.1607,TRUE,3
390,79,DJJIB-GT01,General Cargo Terminal 1,General,Multipurpose Terminal,11.5984,43.1571,TRUE,4
391,80,MUPUT-CT01,International Container Terminal 1,Container,Hutchison Ports,-20.1445,57.5064,TRUE,5
392,80,MUPUT-CT02,West Container Terminal,Container,PSA International,-20.152,57.4833,TRUE,7
393,81,USLAX-CT01,North Container Terminal,Container,PSA International,33.7522,-118.2674,TRUE,3
394,81,USLAX-CT02,North Container Terminal,Container,ICTSI,33.7361,-118.2601,TRUE,5
395,81,USLAX-CT03,Deep Water Container Terminal,Container,COSCO Shipping Ports,33.7619,-118.2663,TRUE,5
396,81,USLAX-CT04,Deep Water Container Terminal,Container,SSA Marine,33.7642,-118.2721,TRUE,7
397,81,USLAX-BT01,Grain Terminal,Bulk,Bunge Terminal,33.7586,-118.2769,TRUE,2
398,81,USLAX-GT01,Project Cargo Terminal,General,Port Authority,33.7638,-118.2579,TRUE,3
399,81,USLAX-RT01,RoRo Terminal 1,RoRo,Port Authority,33.744,-118.2652,TRUE,2
400,81,USLAX-PT01,Ferry Passenger Terminal,Passenger,Carnival Cruise Terminal,33.7634,-118.2742,TRUE,3
401,82,USLGB-CT01,Main Container Terminal 1,Container,Ports America,33.7401,-118.1688,TRUE,3
402,82,USLGB-CT02,Deep Water Container Terminal,Container,Gulftainer,33.7308,-118.1719,TRUE,7
403,82,USLGB-CT03,International Container Terminal 3,Container,Evergreen Marine,33.7487,-118.1854,TRUE,6
404,82,USLGB-CT04,Main Container Terminal 4,Container,SSA Marine,33.7496,-118.1805,TRUE,5
405,82,USLGB-BT01,Agri-Bulk Terminal,Bulk,Port Authority,33.7601,-118.1905,TRUE,4
406,82,USLGB-GT01,Project Cargo Terminal,General,Ports America,33.7476,-118.1848,TRUE,4
407,82,USLGB-RT01,Ferry Terminal,RoRo,Port Authority,33.7613,-118.1697,TRUE,4
408,82,USLGB-PT01,Passenger Terminal,Passenger,Port Authority,33.7574,-118.1911,TRUE,2
409,82,USLGB-MPT01,Universal Terminal,Multi-Purpose,Integrated Terminal,33.764,-118.1953,TRUE,4
410,82,USLGB-CT05,Gateway Container Terminal,Container,TraPac,33.7572,-118.1992,TRUE,8
411,83,USNYC-CT01,South Container Terminal,Container,ICTSI,40.6737,-74.0171,TRUE,8
412,83,USNYC-CT02,West Container Terminal,Container,APM Terminals,40.7,-74.0454,TRUE,4
413,83,USNYC-BT01,Agri-Bulk Terminal,Bulk,Port Authority Bulk,40.6752,-74.0197,TRUE,3
414,83,USNYC-GT01,Project Cargo Terminal,General,Port Authority,40.6704,-74.0344,FALSE,2
415,83,USNYC-LT01,Liquid Bulk Terminal 1,Liquid,IMTT,40.6744,-74.0467,TRUE,4
416,83,USNYC-RT01,Car Carrier Terminal,RoRo,SSA Marine,40.6834,-74.0388,TRUE,3
417,84,USSAV-CT01,Gateway Container Terminal,Container,Fenix Marine Services,32.0953,-81.0729,TRUE,7
418,84,USSAV-CT02,South Container Terminal,Container,ICTSI,32.0762,-81.0818,TRUE,3
419,84,USSAV-BT01,Agri-Bulk Terminal,Bulk,Port Authority,32.0846,-81.0667,TRUE,3
420,84,USSAV-GT01,General Cargo Terminal 1,General,Ports America,32.0971,-81.0686,FALSE,2
421,84,USSAV-LT01,Petroleum Terminal,Liquid,ExxonMobil Terminal,32.0791,-81.1006,TRUE,2
422,84,USSAV-RT01,Auto Terminal,RoRo,Ports America,32.0639,-81.0832,TRUE,4
423,84,USSAV-MPT01,Universal Terminal,Multi-Purpose,Port Authority,32.0797,-81.0906,TRUE,2
424,84,USSAV-BT02,Dry Bulk Terminal,Bulk,Ports America,32.0744,-81.0978,TRUE,5
425,84,USSAV-LT02,Liquid Bulk Terminal 2,Liquid,Ports America,32.0957,-81.0641,TRUE,6
426,84,USSAV-LT03,Chemical Terminal,Liquid,Chevron Terminal,32.0983,-81.0736,TRUE,5
427,85,USHOU-CT01,Container Terminal 1,Container,CMA CGM Terminals,29.759,-95.0833,TRUE,5
428,85,USHOU-CT02,Main Container Terminal 2,Container,Gulftainer,29.7478,-95.0843,TRUE,8
429,85,USHOU-BT01,Dry Bulk Terminal,Bulk,Vale Terminal,29.7526,-95.0857,TRUE,4
430,85,USHOU-GT01,Breakbulk Terminal,General,Breakbulk Terminal,29.7447,-95.0987,TRUE,2
431,85,USHOU-LT01,Tank Terminal,Liquid,Shell Terminal,29.7509,-95.0886,TRUE,2
432,85,USHOU-RT01,Car Carrier Terminal,RoRo,Wallenius Wilhelmsen,29.7334,-95.0672,TRUE,4
433,86,USCHA-CT01,East Container Terminal,Container,SSA Marine,32.8088,-79.9424,FALSE,3
434,86,USCHA-CT02,North Container Terminal,Container,COSCO Shipping Ports,32.8068,-79.9359,TRUE,4
435,86,USCHA-BT01,Coal Terminal,Bulk,ADM Terminal,32.7867,-79.9517,TRUE,4
436,86,USCHA-GT01,General Cargo Terminal 1,General,Port Authority General Cargo,32.8093,-79.9436,TRUE,3
437,86,USCHA-LT01,Crude Oil Terminal,Liquid,APM Terminals,32.7838,-79.9272,TRUE,2
438,87,USSEA-CT01,Gateway Container Terminal,Container,SSA Marine,47.573,-122.3503,TRUE,8
439,87,USSEA-CT02,Container Terminal 2,Container,TraPac,47.5764,-122.3325,TRUE,8
440,87,USSEA-BT01,Agri-Bulk Terminal,Bulk,Port Authority,47.5945,-122.3699,TRUE,4
441,87,USSEA-GT01,Breakbulk Terminal,General,APM Terminals,47.5721,-122.3346,TRUE,3
442,87,USSEA-LT01,Liquid Bulk Terminal 1,Liquid,APM Terminals,47.5769,-122.3601,TRUE,3
443,87,USSEA-RT01,Vehicle Terminal,RoRo,K Line RoRo,47.5696,-122.3544,TRUE,4
444,88,USTAC-CT01,South Container Terminal,Container,Terminal Investment Limited,47.273,-122.4012,TRUE,7
445,88,USTAC-CT02,Main Container Terminal 2,Container,Hutchison Ports,47.2549,-122.4053,TRUE,6
446,88,USTAC-BT01,Iron Ore Terminal,Bulk,Ports America,47.2725,-122.4049,TRUE,4
447,88,USTAC-GT01,Breakbulk Terminal,General,Multipurpose Terminal,47.2499,-122.4158,TRUE,3
448,88,USTAC-LT01,Liquid Bulk Terminal 1,Liquid,Oiltanking,47.2581,-122.4052,TRUE,4
449,89,USOAK-CT01,Deep Water Container Terminal,Container,Fenix Marine Services,37.801,-122.2941,FALSE,3
450,89,USOAK-CT02,Main Container Terminal 2,Container,Eurogate,37.7988,-122.2793,TRUE,5
451,89,USOAK-BT01,Bulk Cargo Terminal 1,Bulk,ADM Terminal,37.7776,-122.2926,TRUE,2
452,89,USOAK-GT01,Heavy Lift Terminal,General,Breakbulk Terminal,37.804,-122.2901,TRUE,2
453,90,USMIA-CT01,North Container Terminal,Container,DP World,25.7694,-80.1699,TRUE,6
454,90,USMIA-CT02,West Container Terminal,Container,COSCO Shipping Ports,25.7908,-80.1784,TRUE,5
455,90,USMIA-PT01,Cruise Terminal 1,Passenger,Port Authority,25.7586,-80.1644,TRUE,1
456,90,USMIA-PT02,Cruise Terminal 2,Passenger,Norwegian Cruise Terminal,25.7938,-80.1711,FALSE,3
457,90,USMIA-GT01,General Cargo Terminal 1,General,Fenix Marine Services,25.7578,-80.1609,TRUE,4
458,91,USNOR-CT01,International Container Terminal 1,Container,Eurogate,36.8462,-76.3126,TRUE,5
459,91,USNOR-CT02,East Container Terminal,Container,DP World,36.8365,-76.2805,TRUE,3
460,91,USNOR-BT01,Dry Bulk Terminal,Bulk,SSA Marine,36.8452,-76.3041,TRUE,2
461,91,USNOR-GT01,General Cargo Terminal 1,General,Breakbulk Terminal,36.851,-76.2891,TRUE,4
462,91,USNOR-LT01,Fuel Terminal,Liquid,Shell Terminal,36.8613,-76.3169,TRUE,3
463,92,USBOS-CT01,North Container Terminal,Container,Ports America,42.3697,-71.0342,TRUE,7
464,92,USBOS-CT02,Container Terminal 2,Container,SSA Marine,42.3327,-71.0302,TRUE,6
465,92,USBOS-BT01,Coal Terminal,Bulk,APM Terminals,42.3301,-71.0609,TRUE,4
466,92,USBOS-GT01,Breakbulk Terminal,General,Fenix Marine Services,42.341,-71.0306,FALSE,3
467,92,USBOS-LT01,Petroleum Terminal,Liquid,TraPac,42.3505,-71.0471,TRUE,3
468,92,USBOS-RT01,Car Carrier Terminal,RoRo,Port Authority,42.3609,-71.038,TRUE,3
469,93,CAMTR-CT01,Gateway Container Terminal,Container,Hutchison Ports,45.4888,-73.5381,TRUE,6
470,93,CAMTR-CT02,West Container Terminal,Container,Evergreen Marine,45.5056,-73.5683,TRUE,8
471,93,CAMTR-BT01,Coal Terminal,Bulk,Port Authority Bulk,45.4818,-73.5311,TRUE,2
472,93,CAMTR-GT01,Project Cargo Terminal,General,Port Authority,45.4823,-73.5614,TRUE,4
473,94,CAVAN-CT01,Main Container Terminal 1,Container,Hutchison Ports,49.2862,-123.1077,TRUE,7
474,94,CAVAN-CT02,Container Terminal 2,Container,COSCO Shipping Ports,49.2694,-123.1095,TRUE,4
475,94,CAVAN-BT01,Coal Terminal,Bulk,Vale Terminal,49.2974,-123.1284,TRUE,2
476,94,CAVAN-GT01,General Cargo Terminal 1,General,Breakbulk Terminal,49.2785,-123.1167,TRUE,3
477,95,CAHFX-CT01,Main Container Terminal 1,Container,MSC Terminal,44.6417,-63.5811,TRUE,5
478,95,CAHFX-CT02,International Container Terminal 2,Container,Hutchison Ports,44.6523,-63.5547,TRUE,4
479,95,CAHFX-BT01,Agri-Bulk Terminal,Bulk,Rio Tinto Terminal,44.6577,-63.5767,TRUE,5
480,95,CAHFX-GT01,Heavy Lift Terminal,General,Breakbulk Terminal,44.6433,-63.5539,TRUE,3
481,96,CAPRR-CT01,International Container Terminal 1,Container,PSA International,54.3021,-130.3356,TRUE,3
482,96,CAPRR-CT02,North Container Terminal,Container,COSCO Shipping Ports,54.3021,-130.3269,TRUE,3
483,96,CAPRR-BT01,Bulk Cargo Terminal 1,Bulk,Glencore Terminal,54.3334,-130.3196,TRUE,5
484,96,CAPRR-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,54.3187,-130.3279,FALSE,4
485,97,MXMAN-CT01,International Container Terminal 1,Container,Evergreen Marine,19.0334,-104.3352,TRUE,4
486,97,MXMAN-CT02,Gateway Container Terminal,Container,COSCO Shipping Ports,19.043,-104.3,TRUE,3
487,97,MXMAN-BT01,Dry Bulk Terminal,Bulk,BHP Terminal,19.0432,-104.3106,TRUE,4
488,97,MXMAN-GT01,General Cargo Terminal 1,General,Multipurpose Terminal,19.0322,-104.3106,TRUE,2
489,97,MXMAN-LT01,Chemical Terminal,Liquid,Chevron Terminal,19.0444,-104.326,TRUE,6
490,97,MXMAN-RT01,Vehicle Terminal,RoRo,Port Authority,19.0329,-104.3115,TRUE,3
491,98,MXLZC-CT01,North Container Terminal,Container,Eurogate,17.9404,-102.1718,TRUE,5
492,98,MXLZC-CT02,Gateway Container Terminal,Container,Eurogate,17.9524,-102.1681,TRUE,6
493,98,MXLZC-BT01,Iron Ore Terminal,Bulk,BHP Terminal,17.9509,-102.1811,TRUE,4
494,98,MXLZC-GT01,General Cargo Terminal 1,General,Breakbulk Terminal,17.9488,-102.1796,TRUE,3
495,99,MXVER-CT01,South Container Terminal,Container,Terminal Investment Limited,19.2186,-96.1406,TRUE,5
496,99,MXVER-CT02,International Container Terminal 2,Container,Gulftainer,19.1949,-96.1384,TRUE,3
497,99,MXVER-BT01,Coal Terminal,Bulk,Rio Tinto Terminal,19.2176,-96.1145,TRUE,3
498,99,MXVER-GT01,Breakbulk Terminal,General,Breakbulk Terminal,19.1905,-96.1415,TRUE,4
499,99,MXVER-LT01,Petroleum Terminal,Liquid,ADNOC Terminal,19.2187,-96.1189,TRUE,5
500,100,BRSSZ-CT01,West Container Terminal,Container,Terminal Investment Limited,-23.9544,-46.3097,TRUE,5
501,100,BRSSZ-CT02,Container Terminal 2,Container,APM Terminals,-23.9552,-46.3208,TRUE,7
502,100,BRSSZ-BT01,Minerals Terminal,Bulk,Bunge Terminal,-23.9404,-46.3035,TRUE,5
503,100,BRSSZ-GT01,Project Cargo Terminal,General,Breakbulk Terminal,-23.934,-46.2978,TRUE,3
504,101,BRRJR-CT01,South Container Terminal,Container,Port Authority,-22.903,-43.1551,TRUE,3
505,101,BRRJR-CT02,East Container Terminal,Container,ICTSI,-22.8819,-43.1501,TRUE,5
506,101,BRRJR-BT01,Dry Bulk Terminal,Bulk,Port Authority Bulk,-22.9031,-43.1696,TRUE,3
507,102,BRPNG-CT01,Container Terminal 1,Container,CMA CGM Terminals,-25.5027,-48.552,TRUE,6
508,102,BRPNG-CT02,North Container Terminal,Container,PSA International,-25.5001,-48.5157,TRUE,5
509,102,BRPNG-BT01,Bulk Cargo Terminal 1,Bulk,Bunge Terminal,-25.5251,-48.5235,TRUE,3
510,103,ARBUE-CT01,East Container Terminal,Container,Hutchison Ports,-34.6104,-58.3526,TRUE,6
511,103,ARBUE-CT02,International Container Terminal 2,Container,MSC Terminal,-34.6001,-58.3502,TRUE,4
512,104,CLSAI-CT01,North Container Terminal,Container,SSA Marine,-33.564,-71.6024,TRUE,3
513,104,CLSAI-CT02,Gateway Container Terminal,Container,Terminal Investment Limited,-33.5707,-71.6278,TRUE,8
514,104,CLSAI-BT01,Minerals Terminal,Bulk,Port Authority,-33.5788,-71.6067,TRUE,3
515,105,CLVAP-CT01,Deep Water Container Terminal,Container,SSA Marine,-33.0182,-71.6266,TRUE,8
516,105,CLVAP-CT02,East Container Terminal,Container,Port Authority,-33.0362,-71.6312,FALSE,5
517,105,CLVAP-BT01,Agri-Bulk Terminal,Bulk,Port Authority,-33.0487,-71.6264,TRUE,5
518,105,CLVAP-GT01,Heavy Lift Terminal,General,Multipurpose Terminal,-33.0136,-71.614,TRUE,3
519,106,PECLL-CT01,Gateway Container Terminal,Container,PSA International,-12.0687,-77.1657,TRUE,8
520,106,PECLL-CT02,South Container Terminal,Container,Evergreen Marine,-12.0465,-77.1567,TRUE,8
521,106,PECLL-BT01,Minerals Terminal,Bulk,Port Authority,-12.0311,-77.1503,TRUE,3
522,106,PECLL-GT01,General Cargo Terminal 1,General,Port Authority General Cargo,-12.0375,-77.1512,TRUE,4
523,107,COBUN-CT01,Main Container Terminal 1,Container,Terminal Investment Limited,3.8741,-77.0624,TRUE,4
